HS 1988/92 Product Code,HS 1988/92 Product Description,SIC Product Code,SIC Product Description
611790,"Parts of garments or clothing accessories, knit",2339,"Women's and misses' outerwear, nspf"
620111,"Men's or boys' overcoats, etc, of wool or fine",2311,"Men's and boy's suits and coats, except raincoats"
620112,"Men's or boys' overcoats, etc, of cotton",2311,"Men's and boy's suits and coats, except raincoats"
620113,"Men's or boys' overcoats, etc, of man-made fibr",2311,"Men's and boy's suits and coats, except raincoats"
620119,"Men's or boys' overcoats, etc, of other textile",2311,"Men's and boy's suits and coats, except raincoats"
620191,"Men's or boys' anoraks, wind-cheaters, etc, of",2329,"Men's and boys' clothing, nspf"
620192,"Men's or boys' anoraks, wind-cheaters, etc, of",2329,"Men's and boys' clothing, nspf"
620193,"Men's or boys' anoraks, wind-cheaters, etc, of",2329,"Men's and boys' clothing, nspf"
620199,"Men's or boys' anoraks, wind-cheaters, etc, of",2329,"Men's and boys' clothing, nspf"
620211,"Woman's or girls' overcoats, etc, of wool or fi",2337,"Women's and misses' suits, skirts, and coats"
620212,"Woman's or girls' overcoats, etc, of cotton",2337,"Women's and misses' suits, skirts, and coats"
620213,"Woman's or girls' overcoats, etc, of man-made f",2337,"Women's and misses' suits, skirts, and coats"
620219,"Woman's or girls' overcoats, etc, of other text",2337,"Women's and misses' suits, skirts, and coats"
620291,"Woman's or girls' anoraks, wind-cheaters, etc,",2337,"Women's and misses' suits, skirts, and coats"
620292,"Woman's or girls' anoraks, wind-cheaters, etc,",2337,"Women's and misses' suits, skirts, and coats"
620293,"Woman's or girls' anoraks, wind-cheaters, etc,",2337,"Women's and misses' suits, skirts, and coats"
620299,"Woman's or girls' anoraks, wind-cheaters, etc,",2337,"Women's and misses' suits, skirts, and coats"
620311,Men's or boys' suits of wool or fine animal hai,2311,"Men's and boy's suits and coats, except raincoats"
620312,Men's or boys' suits of synthetic fibres,2311,"Men's and boy's suits and coats, except raincoats"
620319,"Men's or boys' suits of other textiles, nes",2311,"Men's and boy's suits and coats, except raincoats"
620321,Men's or boys' ensembles of wool or fine animal,2311,"Men's and boy's suits and coats, except raincoats"
620322,Men's or boys' ensembles of cotton,2311,"Men's and boy's suits and coats, except raincoats"
620323,Men's or boys' ensembles of synthetic fibres,2311,"Men's and boy's suits and coats, except raincoats"
620329,"Men's or boys' ensembles of other textiles, nes",2311,"Men's and boy's suits and coats, except raincoats"
620331,Men's or boys' jackets and blazers of wool or f,2311,"Men's and boy's suits and coats, except raincoats"
620332,Men's or boys' jackets and blazers of cotton,2311,"Men's and boy's suits and coats, except raincoats"
620333,Men's or boys' jackets and blazers of synthetic,2311,"Men's and boy's suits and coats, except raincoats"
620339,Men's or boys' jackets and blazers of other tex,2311,"Men's and boy's suits and coats, except raincoats"
620341,"Men's or boys' trousers, breeches, etc, of wool",2325,Men's and boy's separate trousers and casual slacks
620342,"Men's or boys' trousers, breeches, etc, of cott",2325,Men's and boy's separate trousers and casual slacks
620343,"Men's or boys' trousers, breeches of synthetic",2325,Men's and boy's separate trousers and casual slacks
620349,"Men's or boys' trousers, breeches of other text",2325,Men's and boy's separate trousers and casual slacks
620411,Women's or girls' suits of wool or fine animal,2337,"Women's and misses' suits, skirts, and coats"
620412,Women's or girls' suits of cotton,2337,"Women's and misses' suits, skirts, and coats"
620413,Women's or girls' suits of synthetic fibres,2337,"Women's and misses' suits, skirts, and coats"
620419,"Women's or girls' suits of other textiles, nes",2337,"Women's and misses' suits, skirts, and coats"
620421,Women's or girls' ensembles of wool or fine ani,2331,Women's and misses' blouses and shirts
620422,Women's or girls' ensembles of cotton,2331,Women's and misses' blouses and shirts
620423,Women's or girls' ensembles of synthetic fibres,2331,Women's and misses' blouses and shirts
620429,"Women's or girls' ensembles of other textiles,",2331,Women's and misses' blouses and shirts
620431,Women's or girls' jackets and blazers of wool o,2337,"Women's and misses' suits, skirts, and coats"
620432,Women's or girls' jackets and blazers of cotton,2337,"Women's and misses' suits, skirts, and coats"
620433,Women's or girls' jackets and blazers of synthe,2337,"Women's and misses' suits, skirts, and coats"
620439,Women's or girls' jackets and blazers of other,2337,"Women's and misses' suits, skirts, and coats"
620441,Dresses of wool or fine animal hair,2335,Women's and misses' dresses
620442,Dresses of cotton,2335,Women's and misses' dresses
620443,Dresses of synthetic fibres,2335,Women's and misses' dresses
620444,Dresses of artificial fibres,2335,Women's and misses' dresses
620449,"Dresses of other textiles, nes",2335,Women's and misses' dresses
620451,Skirts and divided skirts of wool or fine anima,2337,"Women's and misses' suits, skirts, and coats"
620452,Skirts and divided skirts of cotton,2337,"Women's and misses' suits, skirts, and coats"
620453,Skirts and divided skirts of synthetic fibres,2337,"Women's and misses' suits, skirts, and coats"
620459,"Skirts and divided skirts of other textiles, ne",2337,"Women's and misses' suits, skirts, and coats"
620461,"Women's or girls' trousers, breeches, etc, of w",2369,"Children's outerwear, nspf"
620462,"Women's or girls' trousers, breeches, etc, of c",2369,"Children's outerwear, nspf"
620463,"Women's or girls' trousers, breeches, etc, of s",2369,"Children's outerwear, nspf"
620469,"Women's or girls' trousers, breeches, etc, of o",2337,"Women's and misses' suits, skirts, and coats"
620510,Men's or boys' shirts of wool or fine animal ha,2321,Men's and boy's shirts
620520,Men's or boys' shirts of cotton,2321,Men's and boy's shirts
620530,Men's or boys' shirts of man-made fibres,2321,Men's and boy's shirts
620590,"Men's or boys' shirts of other textiles, nes",2321,Men's and boy's shirts
620610,"Women's or girls' blouses, shirts, etc, of silk",2331,Women's and misses' blouses and shirts
620620,"Women's or girls' blouses, shirts, etc, of wool",2331,Women's and misses' blouses and shirts
620630,"Women's or girls' blouses, shirts, etc, of cott",2331,Women's and misses' blouses and shirts
620640,"Women's or girls' blouses, shirts, etc, of man-",2331,Women's and misses' blouses and shirts
620690,"Women's or girls' blouses, shirts, etc, of othe",2331,Women's and misses' blouses and shirts
620711,Men's or boys' underpants and briefs of cotton,2322,Men's and boys' underwear and nightwear
620719,Men's or boys' underpants and briefs of textile,2322,Men's and boys' underwear and nightwear
620721,Men's or boys' nightshirts and pyjamas of cotto,2322,Men's and boys' underwear and nightwear
620722,Men's or boys' nightshirts and pyjamas of man-m,2322,Men's and boys' underwear and nightwear
620729,Men's or boys' nightshirts and pyjamas of texti,2322,Men's and boys' underwear and nightwear
620791,"Men's or boys' singlets... dressing gowns, etc,",2322,Men's and boys' underwear and nightwear
620792,"Men's or boys' singlets... dressing gowns, etc,",2322,Men's and boys' underwear and nightwear
620799,"Men's or boys' singlets... dressing gowns, etc,",2322,Men's and boys' underwear and nightwear
620811,Slips and petticoats of man-made fibres,2341,"Women's, girls', and infants' underwear and nightwear"
620819,"Slips and petticoats of other textiles, nes",2341,"Women's, girls', and infants' underwear and nightwear"
620821,Women's or girls' nightdresses and pyjamas of c,2341,"Women's, girls', and infants' underwear and nightwear"
620822,Women's or girls' nightdresses and pyjamas of m,2341,"Women's, girls', and infants' underwear and nightwear"
620829,Women's or girls' nightdresses and pyjamas of t,2341,"Women's, girls', and infants' underwear and nightwear"
620891,"Women's or girls' dressing gowns, panties, etc,",2341,"Women's, girls', and infants' underwear and nightwear"
620892,"Women's or girls' dressing gowns, panties, etc,",2341,"Women's, girls', and infants' underwear and nightwear"
620899,"Women's or girls' dressing gowns, panties, etc,",2341,"Women's, girls', and infants' underwear and nightwear"
620910,Bables' garments and clothing accessories of wo,2369,"Children's outerwear, nspf"
620920,Bables' garments and clothing accessories of co,2331,Women's and misses' blouses and shirts
620930,Bables' garments and clothing accessories of sy,2331,Women's and misses' blouses and shirts
620990,Bables' garments and clothing accessories of ot,2331,Women's and misses' blouses and shirts
621010,"Garments, made up of fabrics of 56.02 or 56.03",2369,"Children's outerwear, nspf"
621020,"Garments of 6201.11 to 19, made up of fabrics o",2311,"Men's and boy's suits and coats, except raincoats"
621030,"Garments of 6202.11 to 19, made up of fabrics o",2369,"Children's outerwear, nspf"
621040,Men's or boys' garments made up of fabrics of 5,2325,Men's and boy's separate trousers and casual slacks
621050,Women's or girls' garments made up of fabrics o,2337,"Women's and misses' suits, skirts, and coats"
621111,Men's or boys' swimwear,2329,"Men's and boys' clothing, nspf"
621112,Women's or girls' swimwear,2339,"Women's and misses' outerwear, nspf"
621120,Ski suits,2329,"Men's and boys' clothing, nspf"
621131,Men's or boys' garments of wool or fine animal,2321,Men's and boy's shirts
621132,"Men's or boys' garments of cotton, nes",2321,Men's and boy's shirts
621133,"Men's or boys' garments of man-made fibres, nes",2321,Men's and boy's shirts
621139,"Men's or boys' garments of other textiles, nes",2321,Men's and boy's shirts
621141,Women's or girls' garments of wool or fine anim,2331,Women's and misses' blouses and shirts
621142,"Women's or girls' garments of cotton, nes",2331,Women's and misses' blouses and shirts
621143,"Women's or girls' garments of man-made fibres,",2331,Women's and misses' blouses and shirts
621149,"Women's or girls' garments of other textiles, n",2331,Women's and misses' blouses and shirts
621210,Brassieres,2342,Brassieres and allied garments
621220,Girdles and panty-girdles,2342,Brassieres and allied garments
621230,Corselettes,2342,Brassieres and allied garments
621290,"Corsets, braces, garters, suspenders and simila",2389,"Apparel and accessories, nspf"
621310,Handkerchiefs of silk or silk waste,2389,"Apparel and accessories, nspf"
621320,Handkerchiefs of cotton,2389,"Apparel and accessories, nspf"
621390,"Handkerchiefs of other textiles, nes",2389,"Apparel and accessories, nspf"
621410,"Shawls, scarves, mufflers, mantillas, veils, et",2369,"Children's outerwear, nspf"
621420,"Shawls, scarves, mufflers, mantillas, veils, et",2369,"Children's outerwear, nspf"
621430,"Shawls, scarves, mufflers, mantillas, veils, et",2369,"Children's outerwear, nspf"
621440,"Shawls, scarves, mufflers, mantillas, veils, et",2369,"Children's outerwear, nspf"
621490,"Shawls, scarves, mufflers, mantillas, veils, et",2369,"Children's outerwear, nspf"
621510,"Ties, bow ties and cravats of silk or silk wast",2323,Men's and boy's neckwear
621520,"Ties, bow ties and cravats of man-made fibres",2323,Men's and boy's neckwear
621590,"Ties, bow ties and cravats of other textiles, n",2323,Men's and boy's neckwear
621600,"Gloves, mittens and mitts",2381,Fabric dress and work gloves
621710,"Clothing accessories, nes",2389,"Apparel and accessories, nspf"
621790,"Parts of garments or clothing accessories, nes",2369,"Children's outerwear, nspf"
630110,Electric blankets,3634,"Electric housewares and fans, nspf"
630120,Blankets (excl. electric blankets) and travelli,2392,"Housefurnishings, nspf"
630130,Blankets (excl. electric blankets) and travelli,2392,"Housefurnishings, nspf"
630140,"Blankets (excl. electric blankets), etc, of syn",2392,"Housefurnishings, nspf"
630190,"Other blankets and travelling rugs, nes",2392,"Housefurnishings, nspf"
630210,"Bed linen, knitted or crocheted",2392,"Housefurnishings, nspf"
630221,Printed bed-linen of cotton (excl. knitted or c,2392,"Housefurnishings, nspf"
630222,Printed bed-linen of man-made fibres (excl. kni,2392,"Housefurnishings, nspf"
630229,Printed bed-linen of other textiles (excl. knit,2392,"Housefurnishings, nspf"
630231,"Bed linen of cotton (excl. printed, knitted or",2392,"Housefurnishings, nspf"
630232,"Bed linen of man-made fibres (excl. printed, kn",2392,"Housefurnishings, nspf"
630239,"Bad linen of other textiles (excl. printed, kni",2392,"Housefurnishings, nspf"
630240,"Table linen, knitted or crocheted",2392,"Housefurnishings, nspf"
630251,Table linen of cotton (excl. knitted or crochet,2392,"Housefurnishings, nspf"
630252,Table linen of flax (excl. knitted or crocheted,2392,"Housefurnishings, nspf"
630253,Table linen of man-made fibres (excl. knitted o,2392,"Housefurnishings, nspf"
630259,"Table linen of other textiles, nes (excl. knitt",2392,"Housefurnishings, nspf"
630260,"Toilet linen and kitchen linen, of terry fabric",2392,"Housefurnishings, nspf"
630291,"Toilet linen and kitchen linen of cotton, nes",2392,"Housefurnishings, nspf"
630292,"Toilet linen and kitchen linen of flax, nes",2392,"Housefurnishings, nspf"
630293,Toilet linen and kitchen linen of man-made fibr,2392,"Housefurnishings, nspf"
630299,Toilet linen and kitchen linen of other textile,2392,"Housefurnishings, nspf"
630311,Curtains and interior blinds; valances of cotto,2391,Curtains and draperies
630312,"Curtains, etc; valances of synthetic fibres, kn",2391,Curtains and draperies
630319,"Curtains, etc; valances of textile materials, k",2391,Curtains and draperies
630391,Curtains and interior blinds; curtain or bed va,2391,Curtains and draperies
630392,Curtains and interior blinds; curtain/bed valan,2391,Curtains and draperies
630399,Curtains and interior blinds; curtain/bed valan,2391,Curtains and draperies
630411,Knitted or crocheted bedspreads,2392,"Housefurnishings, nspf"
630419,Bedspreads (excl. knitted or crocheted),2392,"Housefurnishings, nspf"
630491,"Knitted or crocheted furnishing articles, nes",2392,"Housefurnishings, nspf"
630492,"Furnishing articles, nes, of cotton (excl. knit",2392,"Housefurnishings, nspf"
